sgRNA	gene	CTRL_ERS717283.plasmid	CTRL_AHumanV1scr_r1-altered	MOLM_rep_1	MOLM_rep_2	MV411_rep_1	MV411_rep_2	HL60_rep_1	HL60_rep_2	OCIAML2_rep_1	OCIAML2_rep_2	OCIAML3_rep_1	OCIAML3_rep_2
ARG1_CCDS5145.1_ex2_6:131900383-131900406:+_5-2	ARG1	250	332	132	364	98	427	841	1287	269	265	300	515
ARG1_CCDS5145.1_ex2_6:131900279-131900302:-_5-1	ARG1	134	146	179	30	11	29	59	131	140	153	122	234
ARG1_CCDS5145.1_ex3_6:131902369-131902392:+_5-4	ARG1	722	930	790	763	973	1193	1091	1108	925	1077	786	980
ARG2_CCDS9785.1_ex2_14:68108898-68108921:-_5-1	ARG2	780	800	1708	506	703	798	932	1004	1049	1396	659	973
ARG2_CCDS9785.1_ex3_14:68112373-68112396:-_5-4	ARG2	280	401	151	512	198	1610	362	233	281	488	484	704
ARG2_CCDS9785.1_ex2_14:68109045-68109068:+_5-3	ARG2	431	483	853	617	726	314	624	566	399	691	224	290
ARG2_CCDS9785.1_ex3_14:68112428-68112451:-_5-5	ARG2	493	585	276	423	796	309	293	479	542	625	531	625
ARG2_CCDS9785.1_ex2_14:68108972-68108995:+_5-2	ARG2	271	344	224	283	279	403	260	228	242	346	384	396
ARGFX_CCDS33834.1_ex2_3:121303754-121303777:+_5-2	ARGFX	354	451	472	371	353	95	250	192	258	507	288	418
ARGFX_CCDS33834.1_ex3_3:121304936-121304959:-_5-5	ARGFX	512	528	487	131	247	165	738	598	378	478	165	361
ARGFX_CCDS33834.1_ex2_3:121303890-121303913:+_5-4	ARGFX	165	191	191	222	134	578	148	229	181	195	114	121
ARGFX_CCDS33834.1_ex2_3:121303794-121303817:+_5-3	ARGFX	400	459	564	137	238	562	235	407	337	399	478	538
ARGFX_CCDS33834.1_ex0_3:121289650-121289673:-_5-1	ARGFX	649	701	1630	1179	372	620	1021	819	961	1016	653	696
ARGLU1_CCDS41906.1_ex3_13:107220077-107220100:-_5-4	ARGLU1	617	556	99	177	444	287	81	273	289	247	225	282
ARGLU1_CCDS41906.1_ex2_13:107211868-107211891:-_5-1	ARGLU1	240	335	22	0	219	362	44	68	44	71	20	29
ARGLU1_CCDS41906.1_ex3_13:107220009-107220032:+_5-3	ARGLU1	382	411	68	203	165	36	75	124	168	319	148	215
ARGLU1_CCDS41906.1_ex2_13:107211940-107211963:-_5-2	ARGLU1	58	72	11	0	0	27	39	8	4	36	18	0
ARGLU1_CCDS41906.1_ex3_13:107220110-107220133:-_5-5	ARGLU1	572	778	244	282	1696	141	348	433	510	662	446	547
ARHGAP1_CCDS7922.1_ex6_11:46702549-46702572:+_5-1	ARHGAP1	687	951	1364	748	1039	825	848	754	766	860	671	1053
ARHGAP1_CCDS7922.1_ex10_11:46717218-46717241:-_5-5	ARHGAP1	557	720	1818	336	444	599	741	622	519	578	418	654
ARHGAP1_CCDS7922.1_ex8_11:46703694-46703717:+_5-4	ARHGAP1	881	1022	393	454	1019	1348	1139	641	748	1006	1095	1065
ARHGAP1_CCDS7922.1_ex7_11:46702886-46702909:+_5-2	ARHGAP1	380	464	841	746	349	734	365	411	344	375	424	498
ARHGAP1_CCDS7922.1_ex8_11:46703599-46703622:+_5-3	ARHGAP1	544	682	245	265	50	482	285	245	291	512	333	534
ARHGAP10_CCDS34075.1_ex1_4:148743889-148743912:-_5-2	ARHGAP10	418	554	192	382	736	266	376	489	523	640	495	468
ARHGAP10_CCDS34075.1_ex8_4:148800384-148800407:-_5-4	ARHGAP10	431	544	344	204	276	264	226	373	285	516	729	616
ARHGAP10_CCDS34075.1_ex10_4:148827789-148827812:-_5-5	ARHGAP10	337	434	452	209	1027	522	477	437	301	433	321	325
ARHGAP10_CCDS34075.1_ex0_4:148653586-148653609:-_5-1	ARHGAP10	776	729	1286	617	297	851	561	502	596	780	607	666
ARHGAP10_CCDS34075.1_ex7_4:148796175-148796198:+_5-3	ARHGAP10	119	137	79	27	200	330	302	197	99	218	193	174
ARHGAP11A_CCDS10028.1_ex7_15:32921864-32921887:+_5-4	ARHGAP11A	20	13	0	0	0	0	12	12	40	72	0	18
ARHGAP11A_CCDS10028.1_ex7_15:32921796-32921819:-_5-1	ARHGAP11A	397	519	34	111	11	333	268	322	228	312	170	211
ARHGAP11A_CCDS10028.1_ex7_15:32921891-32921914:-_5-5	ARHGAP11A	94	102	0	57	53	0	16	43	127	160	21	30
ARHGAP11A_CCDS10028.1_ex7_15:32921812-32921835:-_5-2	ARHGAP11A	163	174	55	67	17	202	52	72	45	47	43	69
ARHGAP11A_CCDS10028.1_ex7_15:32921848-32921871:-_5-3	ARHGAP11A	37	43	0	306	276	0	4	7	21	10	0	14
ARHGAP11B_CCDS32185.1_ex3_15:30926411-30926434:-_5-5	ARHGAP11B	341	384	39	213	22	301	389	608	134	124	224	205
ARHGAP11B_CCDS32185.1_ex2_15:30925767-30925790:+_5-4	ARHGAP11B	85	104	129	64	21	0	83	87	36	60	32	79
ARHGAP11B_CCDS32185.1_ex1_15:30922941-30922964:+_5-2	ARHGAP11B	64	63	48	6	101	24	91	84	14	59	35	68
ARHGAP11B_CCDS32185.1_ex2_15:30925721-30925744:+_5-3	ARHGAP11B	12	13	0	0	0	0	12	1	17	9	0	0
ARHGAP11B_CCDS32185.1_ex0_15:30919138-30919161:-_5-1	ARHGAP11B	736	888	824	333	630	723	978	1524	519	652	607	621
ARHGAP12_CCDS59214.1_ex14_10:32150362-32150385:+_5-2	ARHGAP12	513	549	545	57	1092	526	380	711	388	703	254	483
ARHGAP12_CCDS59214.1_ex15_10:32197255-32197278:+_5-3	ARHGAP12	690	804	637	386	1068	596	687	493	569	626	282	415
ARHGAP12_CCDS59214.1_ex15_10:32197348-32197371:+_5-4	ARHGAP12	84	80	46	112	0	93	46	84	13	56	45	43
ARHGAP12_CCDS59214.1_ex15_10:32197406-32197429:+_5-5	ARHGAP12	127	162	110	147	166	149	15	24	57	123	80	104
ARHGAP12_CCDS59214.1_ex13_10:32141455-32141478:-_5-1	ARHGAP12	333	401	261	449	931	600	436	420	361	405	206	532
ARHGAP15_CCDS2184.1_ex1_2:143959753-143959776:-_5-2	ARHGAP15	483	562	1249	330	375	740	986	801	582	715	597	658
ARHGAP15_CCDS2184.1_ex0_2:143913198-143913221:-_5-1	ARHGAP15	628	699	1061	360	809	1133	549	663	490	660	508	909
ARHGAP15_CCDS2184.1_ex9_2:144314032-144314055:+_5-5	ARHGAP15	38	51	226	10	70	49	85	159	12	21	30	48
ARHGAP15_CCDS2184.1_ex6_2:144194536-144194559:-_5-4	ARHGAP15	356	505	210	170	447	196	235	148	362	477	272	543
ARHGAP15_CCDS2184.1_ex3_2:143986166-143986189:-_5-3	ARHGAP15	121	122	136	45	0	131	62	71	119	104	38	79
ARHGAP17_CCDS32408.1_ex14_16:24979980-24980003:+_5-3	ARHGAP17	478	564	385	309	193	682	1078	795	331	533	551	824
ARHGAP17_CCDS32408.1_ex10_16:24970990-24971013:-_5-1	ARHGAP17	514	573	247	775	839	799	1388	1624	302	581	468	534
ARHGAP17_CCDS32408.1_ex16_16:24988582-24988605:+_5-4	ARHGAP17	571	686	562	478	715	631	1115	1370	370	451	668	921
ARHGAP17_CCDS32408.1_ex13_16:24979688-24979711:-_5-2	ARHGAP17	256	315	27	182	414	390	456	349	195	174	142	380
ARHGAP17_CCDS32408.1_ex16_16:24988624-24988647:-_5-5	ARHGAP17	363	374	406	307	175	273	1148	1086	283	393	327	347
ARHGAP18_CCDS34535.1_ex11_6:129955224-129955247:+_5-3	ARHGAP18	803	925	1664	522	298	831	696	841	660	949	738	1081
ARHGAP18_CCDS34535.1_ex13_6:129963131-129963154:-_5-5	ARHGAP18	554	643	574	567	108	213	386	625	522	591	294	387
ARHGAP18_CCDS34535.1_ex8_6:129937405-129937428:+_5-1	ARHGAP18	288	325	122	86	27	225	220	195	177	200	139	315
ARHGAP18_CCDS34535.1_ex12_6:129959657-129959680:-_5-4	ARHGAP18	673	899	739	544	422	788	611	472	470	864	504	715
ARHGAP18_CCDS34535.1_ex9_6:129939936-129939959:-_5-2	ARHGAP18	633	746	582	263	551	537	524	477	527	736	755	998
ARHGAP19_CCDS58092.1_ex7_10:99019329-99019352:-_5-2	ARHGAP19	205	232	189	101	0	147	374	155	209	273	114	259
ARHGAP19_CCDS58092.1_ex7_10:99019270-99019293:+_5-1	ARHGAP19	290	365	104	235	730	387	352	329	209	258	294	405
ARHGAP19_CCDS58092.1_ex10_10:99025639-99025662:+_5-5	ARHGAP19	460	602	358	40	59	417	334	304	406	469	398	529
ARHGAP19_CCDS58092.1_ex8_10:99023175-99023198:-_5-3	ARHGAP19	465	544	567	356	620	271	343	352	520	529	388	536
ARHGAP19_CCDS58092.1_ex8_10:99023353-99023376:-_5-4	ARHGAP19	128	125	0	53	10	28	33	44	116	106	38	92
ARHGAP20_CCDS31673.1_ex8_11:110482027-110482050:+_5-4	ARHGAP20	70	112	0	153	148	373	128	43	63	113	46	88
ARHGAP20_CCDS31673.1_ex12_11:110501413-110501436:-_5-5	ARHGAP20	171	311	67	109	610	175	203	169	165	292	262	194
ARHGAP20_CCDS31673.1_ex6_11:110477344-110477367:+_5-2	ARHGAP20	335	400	208	159	27	251	273	215	127	226	349	346
ARHGAP20_CCDS31673.1_ex7_11:110479700-110479723:+_5-3	ARHGAP20	158	193	73	83	25	232	151	169	132	250	213	445
ARHGAP20_CCDS31673.1_ex5_11:110462764-110462787:-_5-1	ARHGAP20	664	794	485	399	294	840	1181	1019	567	705	540	629
ARHGAP21_CCDS7144.2_ex17_10:24908721-24908744:-_5-4	ARHGAP21	416	532	58	105	1	180	849	765	254	237	283	313
ARHGAP21_CCDS7144.2_ex17_10:24908430-24908453:-_5-2	ARHGAP21	831	1022	499	172	517	1057	542	714	416	527	684	963
ARHGAP21_CCDS7144.2_ex13_10:24890910-24890933:-_5-1	ARHGAP21	279	335	214	348	427	435	219	174	264	410	226	221
ARHGAP21_CCDS7144.2_ex17_10:24908482-24908505:-_5-3	ARHGAP21	662	775	226	276	663	915	1204	1286	478	829	642	637
ARHGAP21_CCDS7144.2_ex17_10:24909523-24909546:+_5-5	ARHGAP21	440	484	37	231	60	285	189	174	159	231	159	262
ARHGAP22_CCDS58079.1_ex5_10:49667871-49667894:-_5-4	ARHGAP22	649	694	690	1044	887	403	549	480	558	853	344	798
ARHGAP22_CCDS58079.1_ex2_10:49661373-49661396:-_5-1	ARHGAP22	937	1037	1060	1325	1297	1139	1118	1104	907	953	619	914
ARHGAP22_CCDS58079.1_ex6_10:49687691-49687714:+_5-5	ARHGAP22	630	764	1072	705	238	769	663	672	584	954	534	686
ARHGAP22_CCDS58079.1_ex4_10:49663084-49663107:+_5-2	ARHGAP22	691	762	620	858	654	967	767	1169	443	549	535	784
ARHGAP22_CCDS58079.1_ex4_10:49663154-49663177:-_5-3	ARHGAP22	700	837	514	463	910	876	1116	1470	757	1271	683	1049
ARHGAP23_CCDS56027.1_ex6_17:36623162-36623185:-_5-3	ARHGAP23	634	850	822	339	438	1053	674	786	655	767	713	927
ARHGAP23_CCDS56027.1_ex1_17:36614464-36614487:+_5-1	ARHGAP23	637	749	656	894	1031	1326	1064	861	586	725	962	882
ARHGAP23_CCDS56027.1_ex7_17:36625511-36625534:+_5-5	ARHGAP23	684	809	317	435	152	715	554	647	577	817	473	528
ARHGAP23_CCDS56027.1_ex6_17:36623319-36623342:-_5-4	ARHGAP23	583	657	986	547	514	536	517	592	560	733	442	675
ARHGAP23_CCDS56027.1_ex6_17:36622436-36622459:+_5-2	ARHGAP23	289	387	292	157	276	253	95	235	224	347	239	538
ARHGAP24_CCDS34025.1_ex5_4:86896076-86896099:-_5-4	ARHGAP24	157	154	64	123	200	207	260	382	186	288	121	166
ARHGAP24_CCDS34025.1_ex3_4:86863258-86863281:+_5-1	ARHGAP24	297	371	263	190	250	152	500	376	285	245	136	126
ARHGAP24_CCDS34025.1_ex4_4:86893249-86893272:-_5-3	ARHGAP24	53	41	139	1	0	53	16	11	72	30	26	35
ARHGAP24_CCDS34025.1_ex3_4:86863302-86863325:+_5-2	ARHGAP24	251	347	522	60	3	418	244	325	149	211	245	262
ARHGAP24_CCDS34025.1_ex6_4:86898742-86898765:-_5-5	ARHGAP24	368	438	269	154	47	263	452	661	336	603	217	241
ARHGAP25_CCDS33214.2_ex2_2:69009375-69009398:+_5-1	ARHGAP25	159	206	88	420	183	44	164	137	215	342	105	186
ARHGAP25_CCDS33214.2_ex4_2:69034568-69034591:+_5-3	ARHGAP25	424	460	404	122	44	418	372	738	368	449	219	320
ARHGAP25_CCDS33214.2_ex5_2:69040523-69040546:+_5-5	ARHGAP25	445	567	642	1028	350	317	462	338	463	608	301	344
ARHGAP25_CCDS33214.2_ex4_2:69034501-69034524:-_5-2	ARHGAP25	738	798	853	585	604	779	688	780	627	972	590	747
ARHGAP25_CCDS33214.2_ex5_2:69040489-69040512:-_5-4	ARHGAP25	866	1058	1074	386	706	620	646	787	851	932	758	1186
ARHGAP26_CCDS4277.1_ex6_5:142281537-142281560:-_5-3	ARHGAP26	431	509	276	549	162	809	683	359	296	505	183	357
ARHGAP26_CCDS4277.1_ex2_5:142254714-142254737:+_5-1	ARHGAP26	239	324	327	196	169	199	268	393	316	360	243	233
ARHGAP26_CCDS4277.1_ex8_5:142287293-142287316:+_5-5	ARHGAP26	49	44	0	0	0	6	38	37	24	28	8	3
ARHGAP26_CCDS4277.1_ex3_5:142258979-142259002:+_5-2	ARHGAP26	195	281	135	90	25	149	165	268	196	283	235	239
ARHGAP26_CCDS4277.1_ex7_5:142283214-142283237:-_5-4	ARHGAP26	595	593	310	528	282	576	580	700	661	1041	514	499
ARHGAP27_CCDS11498.1_ex7_17:43475364-43475387:+_10-1	ARHGAP27	939	1119	693	679	396	824	663	853	853	979	924	1145
ARHGAP27_CCDS11498.1_ex14_17:43482402-43482425:-_10-5	ARHGAP27	287	346	147	148	78	667	364	203	295	458	287	306
ARHGAP27_CCDS32670.1_ex0_17:43507363-43507386:+_10-9	ARHGAP27	646	763	168	112	253	723	519	380	509	654	299	517
ARHGAP27_CCDS11498.1_ex7_17:43475407-43475430:-_10-2	ARHGAP27	851	901	459	930	1633	1281	715	701	962	1156	1051	1376
ARHGAP27_CCDS32670.1_ex0_17:43507306-43507329:+_10-7	ARHGAP27	822	891	347	361	1000	886	842	653	660	745	510	645
ARHGAP27_CCDS32670.1_ex0_17:43507156-43507179:+_10-6	ARHGAP27	510	583	615	514	1347	1048	534	557	440	650	312	609
ARHGAP27_CCDS32670.1_ex0_17:43507386-43507409:-_10-10	ARHGAP27	723	804	552	133	170	578	1170	697	463	537	621	573
ARHGAP27_CCDS11498.1_ex13_17:43481969-43481992:+_10-4	ARHGAP27	555	660	383	383	531	709	327	282	510	705	720	701
ARHGAP27_CCDS11498.1_ex12_17:43481858-43481881:+_10-3	ARHGAP27	7	5	0	0	0	1	0	0	4	0	0	17
ARHGAP27_CCDS32670.1_ex0_17:43507341-43507364:-_10-8	ARHGAP27	661	758	652	244	97	513	316	358	303	388	189	288
ARHGAP28_CCDS32785.1_ex6_18:6873716-6873739:-_5-5	ARHGAP28	764	782	594	473	538	492	902	907	587	842	765	861
ARHGAP28_CCDS32785.1_ex3_18:6868177-6868200:+_5-2	ARHGAP28	408	379	632	502	191	598	475	335	259	331	229	431
ARHGAP28_CCDS32785.1_ex5_18:6873426-6873449:-_5-4	ARHGAP28	276	311	80	67	379	55	448	533	176	416	159	445
ARHGAP28_CCDS32785.1_ex3_18:6868211-6868234:+_5-3	ARHGAP28	178	196	5	372	708	303	208	211	69	111	339	306
ARHGAP28_CCDS32785.1_ex2_18:6859835-6859858:-_5-1	ARHGAP28	441	540	492	336	352	543	240	319	407	693	205	346
ARHGAP29_CCDS748.1_ex10_1:94655541-94655564:-_5-2	ARHGAP29	550	728	674	300	349	666	496	555	678	940	602	550
ARHGAP29_CCDS748.1_ex16_1:94670722-94670745:+_5-3	ARHGAP29	67	88	0	0	0	246	104	37	38	42	89	42
ARHGAP29_CCDS748.1_ex18_1:94674386-94674409:-_5-4	ARHGAP29	87	122	60	260	46	235	93	93	60	76	46	117
ARHGAP29_CCDS748.1_ex6_1:94650936-94650959:+_5-1	ARHGAP29	690	866	227	208	692	644	1768	1707	510	380	317	579
ARHGAP29_CCDS748.1_ex21_1:94697038-94697061:+_5-5	ARHGAP29	86	96	23	15	0	104	131	197	40	81	194	113
ARHGAP30_CCDS1215.1_ex10_1:161026269-161026292:+_5-5	ARHGAP30	480	578	356	79	980	1087	206	213	418	537	143	204
ARHGAP30_CCDS1215.1_ex7_1:161023098-161023121:-_5-3	ARHGAP30	601	774	443	267	760	979	530	460	1035	1292	552	413
ARHGAP30_CCDS1215.1_ex9_1:161024448-161024471:+_5-4	ARHGAP30	574	718	587	459	1064	1009	415	198	729	736	433	291
ARHGAP30_CCDS1215.1_ex3_1:161021336-161021359:+_5-1	ARHGAP30	700	831	427	298	570	830	548	439	568	814	422	615
ARHGAP30_CCDS1215.1_ex5_1:161022241-161022264:-_5-2	ARHGAP30	588	697	465	108	863	532	389	522	286	554	316	457
ARHGAP31_CCDS43135.1_ex9_3:119121064-119121087:-_5-4	ARHGAP31	387	520	535	172	375	210	1031	1035	370	599	307	538
ARHGAP31_CCDS43135.1_ex9_3:119120907-119120930:-_5-2	ARHGAP31	434	536	354	314	479	274	435	428	381	634	528	752
ARHGAP31_CCDS43135.1_ex9_3:119121023-119121046:+_5-3	ARHGAP31	624	734	341	266	297	850	485	571	444	577	263	353
ARHGAP31_CCDS43135.1_ex11_3:119132824-119132847:+_5-5	ARHGAP31	667	661	816	372	610	752	491	513	395	377	411	491
ARHGAP31_CCDS43135.1_ex1_3:119084193-119084216:+_5-1	ARHGAP31	414	572	314	309	146	1009	238	357	433	655	578	646
ARHGAP32_CCDS31718.1_ex9_11:128856516-128856539:+_5-3	ARHGAP32	904	985	636	491	834	613	1611	5457	838	1298	712	781
ARHGAP32_CCDS31718.1_ex2_11:128844509-128844532:-_5-2	ARHGAP32	443	539	505	288	64	479	372	387	445	524	377	596
ARHGAP32_CCDS31718.1_ex2_11:128844281-128844304:+_5-1	ARHGAP32	787	897	654	530	888	614	803	756	599	892	804	979
ARHGAP32_CCDS31718.1_ex10_11:128857966-128857989:-_5-4	ARHGAP32	392	424	263	203	585	99	375	361	468	562	201	471
ARHGAP32_CCDS31718.1_ex10_11:128858011-128858034:-_5-5	ARHGAP32	1901	2072	5672	2430	1650	2198	1664	2151	1926	2231	1748	2023
ARHGAP33_CCDS12477.1_ex6_19:36271182-36271205:-_5-2	ARHGAP33	118	115	31	11	20	65	50	48	44	105	27	96
ARHGAP33_CCDS12477.1_ex9_19:36271691-36271714:-_5-3	ARHGAP33	212	279	215	218	36	50	182	304	264	351	149	171
ARHGAP33_CCDS12477.1_ex6_19:36271107-36271130:+_5-1	ARHGAP33	719	851	560	577	928	968	586	569	557	785	654	717
ARHGAP33_CCDS12477.1_ex15_19:36275162-36275185:-_5-5	ARHGAP33	270	377	327	250	28	254	200	306	299	369	469	580
ARHGAP33_CCDS12477.1_ex15_19:36275118-36275141:+_5-4	ARHGAP33	748	832	458	302	1148	785	688	756	595	897	599	1045
ARHGAP35_CCDS46127.1_ex0_19:47423661-47423684:+_5-4	ARHGAP35	537	566	678	328	70	507	399	368	559	720	375	525
ARHGAP35_CCDS46127.1_ex0_19:47423138-47423161:-_5-2	ARHGAP35	15	15	0	0	0	0	0	2	38	20	0	0
ARHGAP35_CCDS46127.1_ex0_19:47423992-47424015:-_5-5	ARHGAP35	406	485	24	9	609	203	772	1094	149	324	142	311
ARHGAP35_CCDS46127.1_ex0_19:47423265-47423288:+_5-3	ARHGAP35	438	587	596	350	694	397	802	623	478	704	696	876
ARHGAP35_CCDS46127.1_ex0_19:47422618-47422641:+_5-1	ARHGAP35	303	360	229	8	39	171	485	299	307	331	280	349
ARHGAP36_CCDS14628.1_ex2_X:130217747-130217770:-_5-2	ARHGAP36	348	410	11	6	2	14	7	17	16	21	20	16
ARHGAP36_CCDS14628.1_ex3_X:130218272-130218295:-_5-5	ARHGAP36	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP36_CCDS14628.1_ex2_X:130217836-130217859:+_5-3	ARHGAP36	568	635	239	678	257	294	497	547	571	902	515	515
ARHGAP36_CCDS14628.1_ex1_X:130217145-130217168:+_5-1	ARHGAP36	382	499	563	192	805	486	271	352	429	705	549	677
ARHGAP36_CCDS14628.1_ex2_X:130217914-130217937:+_5-4	ARHGAP36	900	1104	734	1079	2508	1629	877	1155	1047	1356	834	975
ARHGAP39_CCDS34971.1_ex7_8:145773459-145773482:-_5-4	ARHGAP39	676	760	322	210	845	738	1381	1487	642	532	372	524
ARHGAP39_CCDS34971.1_ex9_8:145806606-145806629:+_5-5	ARHGAP39	861	915	252	201	293	353	559	421	556	603	626	633
ARHGAP39_CCDS34971.1_ex7_8:145773281-145773304:+_5-2	ARHGAP39	861	1081	462	439	215	441	787	681	629	933	939	1243
ARHGAP39_CCDS34971.1_ex7_8:145773413-145773436:+_5-3	ARHGAP39	706	844	775	457	349	352	792	853	491	984	718	696
ARHGAP39_CCDS34971.1_ex7_8:145773207-145773230:+_5-1	ARHGAP39	956	1096	1793	503	1825	1628	780	741	798	910	886	1143
ARHGAP4_CCDS14736.1_ex16_X:153184730-153184753:-_5-5	ARHGAP4	762	766	1667	850	937	1415	845	956	863	1104	447	705
ARHGAP4_CCDS14736.1_ex13_X:153178857-153178880:-_5-1	ARHGAP4	492	642	536	189	677	669	489	626	512	793	490	713
ARHGAP4_CCDS14736.1_ex13_X:153178982-153179005:+_5-2	ARHGAP4	871	1026	3318	2077	1165	1198	1061	1344	1015	1190	946	1137
ARHGAP4_CCDS14736.1_ex15_X:153184303-153184326:+_5-4	ARHGAP4	323	371	212	297	860	275	281	337	162	301	346	478
ARHGAP4_CCDS14736.1_ex14_X:153179239-153179262:+_5-3	ARHGAP4	1524	1693	1502	1249	899	2796	1188	1458	1282	2247	1684	1824
ARHGAP44_CCDS45616.1_ex9_17:12847477-12847500:+_5-2	ARHGAP44	678	744	379	392	804	675	530	420	610	866	585	1057
ARHGAP44_CCDS45616.1_ex3_17:12812234-12812257:+_5-1	ARHGAP44	524	647	509	164	303	587	620	478	509	803	345	519
ARHGAP44_CCDS45616.1_ex11_17:12853017-12853040:+_5-3	ARHGAP44	364	372	302	345	47	412	83	265	260	412	259	351
ARHGAP44_CCDS45616.1_ex14_17:12860034-12860057:-_5-5	ARHGAP44	500	750	870	630	1019	1040	516	420	514	686	349	444
ARHGAP44_CCDS45616.1_ex11_17:12853035-12853058:-_5-4	ARHGAP44	394	426	158	572	1217	638	613	648	528	784	309	483
ARHGAP5_CCDS32062.1_ex0_14:32561494-32561517:-_5-1	ARHGAP5	8	2	0	0	0	47	16	23	37	19	0	0
ARHGAP5_CCDS32062.1_ex0_14:32561826-32561849:-_5-4	ARHGAP5	164	226	2	263	24	159	156	129	194	154	44	60
ARHGAP5_CCDS32062.1_ex0_14:32562071-32562094:-_5-5	ARHGAP5	212	302	85	364	286	264	203	162	199	242	190	238
ARHGAP5_CCDS32062.1_ex0_14:32561590-32561613:+_5-2	ARHGAP5	79	105	6	0	210	103	55	33	152	276	178	202
ARHGAP5_CCDS32062.1_ex0_14:32561780-32561803:-_5-3	ARHGAP5	396	531	595	228	107	899	540	616	299	464	467	738
ARHGAP6_CCDS14140.1_ex6_X:11197549-11197572:-_5-1	ARHGAP6	489	631	493	733	1068	567	415	526	642	921	623	948
ARHGAP6_CCDS14140.1_ex9_X:11207054-11207077:+_5-5	ARHGAP6	256	341	339	153	372	311	2212	1830	257	441	303	474
ARHGAP6_CCDS14140.1_ex9_X:11207029-11207052:-_5-4	ARHGAP6	282	400	288	299	0	422	301	288	311	338	259	206
ARHGAP6_CCDS14140.1_ex8_X:11204524-11204547:+_5-2	ARHGAP6	171	224	326	42	50	419	119	167	211	304	120	318
ARHGAP6_CCDS14140.1_ex9_X:11206853-11206876:-_5-3	ARHGAP6	576	570	1582	437	573	645	612	863	650	813	753	770
ARHGAP8_CCDS14060.2_ex2_22:45204288-45204311:-_5-5	ARHGAP8	1200	1440	468	628	1348	831	771	727	663	917	757	1099
ARHGAP8_CCDS14060.2_ex3_22:45210627-45210650:-_5-3	ARHGAP8	324	387	256	158	78	92	329	317	200	233	162	230
ARHGAP8_CCDS14060.2_ex4_22:45218304-45218327:+_5-1	ARHGAP8	320	369	73	225	188	78	283	328	214	336	167	198
ARHGAP8_CCDS14060.2_ex2_22:45204229-45204252:+_5-2	ARHGAP8	161	211	124	5	265	55	200	235	134	164	169	161
ARHGAP8_CCDS14060.2_ex1_22:45198002-45198025:+_5-4	ARHGAP8	645	860	545	640	364	1339	860	754	782	1013	682	908
ARHGAP9_CCDS44928.1_ex12_12:57870729-57870752:+_5-4	ARHGAP9	212	333	7	38	30	11	104	81	195	283	125	163
ARHGAP9_CCDS44928.1_ex12_12:57870646-57870669:+_5-3	ARHGAP9	925	988	727	891	1172	688	542	811	722	826	622	958
ARHGAP9_CCDS44928.1_ex13_12:57870962-57870985:-_5-5	ARHGAP9	327	335	263	110	98	223	370	407	335	318	441	634
ARHGAP9_CCDS44928.1_ex9_12:57869915-57869938:-_5-1	ARHGAP9	559	684	606	388	1001	1225	664	818	553	765	244	407
ARHGAP9_CCDS44928.1_ex10_12:57870190-57870213:-_5-2	ARHGAP9	189	247	213	419	64	556	125	228	167	203	257	191
ARHGDIA_CCDS11788.1_ex2_17:79827273-79827296:-_5-1	ARHGDIA	464	505	264	63	387	655	358	469	412	501	494	593
ARHGDIA_CCDS11788.1_ex4_17:79827613-79827636:+_5-4	ARHGDIA	607	706	316	288	386	624	808	837	431	634	811	790
ARHGDIA_CCDS11788.1_ex3_17:79827441-79827464:+_5-2	ARHGDIA	853	1067	451	426	233	1410	685	554	764	1150	621	1157
ARHGDIA_CCDS11788.1_ex4_17:79827646-79827669:-_5-5	ARHGDIA	240	326	177	169	53	110	163	240	177	260	159	80
ARHGDIA_CCDS11788.1_ex3_17:79827477-79827500:-_5-3	ARHGDIA	510	678	2674	240	421	298	425	303	391	617	592	919
ARHGDIB_CCDS8671.1_ex1_12:15097722-15097745:-_5-1	ARHGDIB	301	362	257	128	73	423	171	306	209	177	369	446
ARHGDIB_CCDS8671.1_ex2_12:15100837-15100860:-_5-2	ARHGDIB	17	13	0	4	0	0	5	4	63	60	12	49
ARHGDIB_CCDS8671.1_ex3_12:15102787-15102810:+_5-5	ARHGDIB	477	577	783	343	115	676	460	335	246	479	312	443
ARHGDIB_CCDS8671.1_ex3_12:15102758-15102781:-_5-4	ARHGDIB	719	774	1272	878	1180	725	792	530	881	1070	781	949
ARHGDIB_CCDS8671.1_ex3_12:15102727-15102750:+_5-3	ARHGDIB	92	132	0	0	3	150	85	58	8	22	82	48
ARHGDIG_CCDS10404.1_ex1_16:331919-331942:-_5-2	ARHGDIG	646	753	427	423	353	1305	530	391	509	780	689	633
ARHGDIG_CCDS10404.1_ex2_16:332086-332109:+_5-4	ARHGDIG	821	999	632	536	519	508	499	481	645	798	813	988
ARHGDIG_CCDS10404.1_ex3_16:332282-332305:+_5-5	ARHGDIG	281	273	385	137	113	166	348	279	351	275	124	262
ARHGDIG_CCDS10404.1_ex2_16:332055-332078:+_5-3	ARHGDIG	667	695	526	465	455	502	656	706	415	619	557	678
ARHGDIG_CCDS10404.1_ex1_16:331805-331828:+_5-1	ARHGDIG	288	275	175	177	209	548	258	274	349	335	175	354
ARHGEF1_CCDS12590.1_ex12_19:42400519-42400542:+_5-4	ARHGEF1	350	445	44	224	297	223	572	396	290	227	461	492
